"","X4","X5","X6","X7","X8","X9","Page","Country","Platform","Date","Visit","dayOfTheWeek","month"
"5879","Saison_8_de_NCIS_:_Los_Angeles_fr","wikipedia","org_desktop_all-agents","Saison_8_de_NCIS_:_Los_Angeles_fr","wikipedia","org_desktop_all-agents","Saison_8_de_NCIS_:_Los_Angeles_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5880","Saison_8_de_Vampire_Diaries_fr","wikipedia","org_desktop_all-agents","Saison_8_de_Vampire_Diaries_fr","wikipedia","org_desktop_all-agents","Saison_8_de_Vampire_Diaries_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5881","Saison_9_de_The_Big_Bang_Theory_fr","wikipedia","org_desktop_all-agents","Saison_9_de_The_Big_Bang_Theory_fr","wikipedia","org_desktop_all-agents","Saison_9_de_The_Big_Bang_Theory_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5882","Salma_Hayek_fr","wikipedia","org_desktop_all-agents","Salma_Hayek_fr","wikipedia","org_desktop_all-agents","Salma_Hayek_fr","fr","all-agents",2015-07-01,724,"Wed",7
"5883","Sam_Claflin_fr","wikipedia","org_desktop_all-agents","Sam_Claflin_fr","wikipedia","org_desktop_all-agents","Sam_Claflin_fr","fr","all-agents",2015-07-01,186,"Wed",7
"5885","Samuel_Labarthe_fr","wikipedia","org_desktop_all-agents","Samuel_Labarthe_fr","wikipedia","org_desktop_all-agents","Samuel_Labarthe_fr","fr","all-agents",2015-07-01,45,"Wed",7
"5886","Samuel_Umtiti_fr","wikipedia","org_desktop_all-agents","Samuel_Umtiti_fr","wikipedia","org_desktop_all-agents","Samuel_Umtiti_fr","fr","all-agents",2015-07-01,45,"Wed",7
"5887","Sandrine_Kiberlain_fr","wikipedia","org_desktop_all-agents","Sandrine_Kiberlain_fr","wikipedia","org_desktop_all-agents","Sandrine_Kiberlain_fr","fr","all-agents",2015-07-01,255,"Wed",7
"5888","Sara_Forestier_fr","wikipedia","org_desktop_all-agents","Sara_Forestier_fr","wikipedia","org_desktop_all-agents","Sara_Forestier_fr","fr","all-agents",2015-07-01,128,"Wed",7
"5889","Sarah_Ourahmoune_fr","wikipedia","org_desktop_all-agents","Sarah_Ourahmoune_fr","wikipedia","org_desktop_all-agents","Sarah_Ourahmoune_fr","fr","all-agents",2015-07-01,5,"Wed",7
"5890","Sarah_Stern_fr","wikipedia","org_desktop_all-agents","Sarah_Stern_fr","wikipedia","org_desktop_all-agents","Sarah_Stern_fr","fr","all-agents",2015-07-01,20,"Wed",7
"5891","Sardaigne_fr","wikipedia","org_desktop_all-agents","Sardaigne_fr","wikipedia","org_desktop_all-agents","Sardaigne_fr","fr","all-agents",2015-07-01,549,"Wed",7
"5892","Sausage_Party_fr","wikipedia","org_desktop_all-agents","Sausage_Party_fr","wikipedia","org_desktop_all-agents","Sausage_Party_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5893","Scandale_du_Watergate_fr","wikipedia","org_desktop_all-agents","Scandale_du_Watergate_fr","wikipedia","org_desktop_all-agents","Scandale_du_Watergate_fr","fr","all-agents",2015-07-01,187,"Wed",7
"5894","Sch_(rappeur)_fr","wikipedia","org_desktop_all-agents","Sch_(rappeur)_fr","wikipedia","org_desktop_all-agents","Sch_(rappeur)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5895","Sean_Connery_fr","wikipedia","org_desktop_all-agents","Sean_Connery_fr","wikipedia","org_desktop_all-agents","Sean_Connery_fr","fr","all-agents",2015-07-01,301,"Wed",7
"5896","Sebastian_Stan_fr","wikipedia","org_desktop_all-agents","Sebastian_Stan_fr","wikipedia","org_desktop_all-agents","Sebastian_Stan_fr","fr","all-agents",2015-07-01,240,"Wed",7
"5897","Seconde_Guerre_mondiale_fr","wikipedia","org_desktop_all-agents","Seconde_Guerre_mondiale_fr","wikipedia","org_desktop_all-agents","Seconde_Guerre_mondiale_fr","fr","all-agents",2015-07-01,1048,"Wed",7
"5898","Secret_Story_fr","wikipedia","org_desktop_all-agents","Secret_Story_fr","wikipedia","org_desktop_all-agents","Secret_Story_fr","fr","all-agents",2015-07-01,257,"Wed",7
"5899","Sedan_fr","wikipedia","org_desktop_all-agents","Sedan_fr","wikipedia","org_desktop_all-agents","Sedan_fr","fr","all-agents",2015-07-01,114,"Wed",7
"5900","Seine_fr","wikipedia","org_desktop_all-agents","Seine_fr","wikipedia","org_desktop_all-agents","Seine_fr","fr","all-agents",2015-07-01,293,"Wed",7
"5901","Selena_Gomez_fr","wikipedia","org_desktop_all-agents","Selena_Gomez_fr","wikipedia","org_desktop_all-agents","Selena_Gomez_fr","fr","all-agents",2015-07-01,980,"Wed",7
"5902","Sense8_fr","wikipedia","org_desktop_all-agents","Sense8_fr","wikipedia","org_desktop_all-agents","Sense8_fr","fr","all-agents",2015-07-01,2649,"Wed",7
"5903","Sept_merveilles_du_monde_fr","wikipedia","org_desktop_all-agents","Sept_merveilles_du_monde_fr","wikipedia","org_desktop_all-agents","Sept_merveilles_du_monde_fr","fr","all-agents",2015-07-01,741,"Wed",7
"5904","Sept_nouvelles_merveilles_du_monde_fr","wikipedia","org_desktop_all-agents","Sept_nouvelles_merveilles_du_monde_fr","wikipedia","org_desktop_all-agents","Sept_nouvelles_merveilles_du_monde_fr","fr","all-agents",2015-07-01,327,"Wed",7
"5905","Serbie_fr","wikipedia","org_desktop_all-agents","Serbie_fr","wikipedia","org_desktop_all-agents","Serbie_fr","fr","all-agents",2015-07-01,720,"Wed",7
"5906","Serena_Williams_fr","wikipedia","org_desktop_all-agents","Serena_Williams_fr","wikipedia","org_desktop_all-agents","Serena_Williams_fr","fr","all-agents",2015-07-01,718,"Wed",7
"5907","Serge_Gainsbourg_fr","wikipedia","org_desktop_all-agents","Serge_Gainsbourg_fr","wikipedia","org_desktop_all-agents","Serge_Gainsbourg_fr","fr","all-agents",2015-07-01,742,"Wed",7
"5908","Serge_Kampf_fr","wikipedia","org_desktop_all-agents","Serge_Kampf_fr","wikipedia","org_desktop_all-agents","Serge_Kampf_fr","fr","all-agents",2015-07-01,32,"Wed",7
"5909","Serge_Lama_fr","wikipedia","org_desktop_all-agents","Serge_Lama_fr","wikipedia","org_desktop_all-agents","Serge_Lama_fr","fr","all-agents",2015-07-01,95,"Wed",7
"5910","Seul_contre_tous_(film,_2015)_fr","wikipedia","org_desktop_all-agents","Seul_contre_tous_(film,_2015)_fr","wikipedia","org_desktop_all-agents","Seul_contre_tous_(film,_2015)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5911","Seul_sur_Mars_(film)_fr","wikipedia","org_desktop_all-agents","Seul_sur_Mars_(film)_fr","wikipedia","org_desktop_all-agents","Seul_sur_Mars_(film)_fr","fr","all-agents",2015-07-01,65,"Wed",7
"5912","Sexion_d'Assaut_fr","wikipedia","org_desktop_all-agents","Sexion_d'Assaut_fr","wikipedia","org_desktop_all-agents","Sexion_d'Assaut_fr","fr","all-agents",2015-07-01,454,"Wed",7
"5913","Shadowhunters_fr","wikipedia","org_desktop_all-agents","Shadowhunters_fr","wikipedia","org_desktop_all-agents","Shadowhunters_fr","fr","all-agents",2015-07-01,73,"Wed",7
"5914","Shailene_Woodley_fr","wikipedia","org_desktop_all-agents","Shailene_Woodley_fr","wikipedia","org_desktop_all-agents","Shailene_Woodley_fr","fr","all-agents",2015-07-01,541,"Wed",7
"5915","Shakira_fr","wikipedia","org_desktop_all-agents","Shakira_fr","wikipedia","org_desktop_all-agents","Shakira_fr","fr","all-agents",2015-07-01,594,"Wed",7
"5916","Shannara_fr","wikipedia","org_desktop_all-agents","Shannara_fr","wikipedia","org_desktop_all-agents","Shannara_fr","fr","all-agents",2015-07-01,14,"Wed",7
"5917","Shannen_Doherty_fr","wikipedia","org_desktop_all-agents","Shannen_Doherty_fr","wikipedia","org_desktop_all-agents","Shannen_Doherty_fr","fr","all-agents",2015-07-01,227,"Wed",7
"5918","Sharon_Tate_fr","wikipedia","org_desktop_all-agents","Sharon_Tate_fr","wikipedia","org_desktop_all-agents","Sharon_Tate_fr","fr","all-agents",2015-07-01,242,"Wed",7
"5919","Sheila_fr","wikipedia","org_desktop_all-agents","Sheila_fr","wikipedia","org_desktop_all-agents","Sheila_fr","fr","all-agents",2015-07-01,168,"Wed",7
"5920","Shimon_Peres_fr","wikipedia","org_desktop_all-agents","Shimon_Peres_fr","wikipedia","org_desktop_all-agents","Shimon_Peres_fr","fr","all-agents",2015-07-01,44,"Wed",7
"5921","Shine_(film)_fr","wikipedia","org_desktop_all-agents","Shine_(film)_fr","wikipedia","org_desktop_all-agents","Shine_(film)_fr","fr","all-agents",2015-07-01,12,"Wed",7
"5922","Shoah_fr","wikipedia","org_desktop_all-agents","Shoah_fr","wikipedia","org_desktop_all-agents","Shoah_fr","fr","all-agents",2015-07-01,350,"Wed",7
"5923","Shutter_Island_(film)_fr","wikipedia","org_desktop_all-agents","Shutter_Island_(film)_fr","wikipedia","org_desktop_all-agents","Shutter_Island_(film)_fr","fr","all-agents",2015-07-01,162,"Wed",7
"5924","Shy'm_fr","wikipedia","org_desktop_all-agents","Shy'm_fr","wikipedia","org_desktop_all-agents","Shy'm_fr","fr","all-agents",2015-07-01,297,"Wed",7
"5925","Sia_Furler_fr","wikipedia","org_desktop_all-agents","Sia_Furler_fr","wikipedia","org_desktop_all-agents","Sia_Furler_fr","fr","all-agents",2015-07-01,750,"Wed",7
"5926","Sicario_fr","wikipedia","org_desktop_all-agents","Sicario_fr","wikipedia","org_desktop_all-agents","Sicario_fr","fr","all-agents",2015-07-01,62,"Wed",7
"5927","Sigmund_Freud_fr","wikipedia","org_desktop_all-agents","Sigmund_Freud_fr","wikipedia","org_desktop_all-agents","Sigmund_Freud_fr","fr","all-agents",2015-07-01,343,"Wed",7
"5928","Signe_du_Zodiaque_fr","wikipedia","org_desktop_all-agents","Signe_du_Zodiaque_fr","wikipedia","org_desktop_all-agents","Signe_du_Zodiaque_fr","fr","all-agents",2015-07-01,1015,"Wed",7
"5929","Silence_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Silence_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Silence_(film,_2016)_fr","fr","all-agents",2015-07-01,58,"Wed",7
"5930","Silicium_fr","wikipedia","org_desktop_all-agents","Silicium_fr","wikipedia","org_desktop_all-agents","Silicium_fr","fr","all-agents",2015-07-01,238,"Wed",7
"5931","Simone_Biles_fr","wikipedia","org_desktop_all-agents","Simone_Biles_fr","wikipedia","org_desktop_all-agents","Simone_Biles_fr","fr","all-agents",2015-07-01,10,"Wed",7
"5932","Simone_Melchior_fr","wikipedia","org_desktop_all-agents","Simone_Melchior_fr","wikipedia","org_desktop_all-agents","Simone_Melchior_fr","fr","all-agents",2015-07-01,18,"Wed",7
"5933","Simone_Veil_fr","wikipedia","org_desktop_all-agents","Simone_Veil_fr","wikipedia","org_desktop_all-agents","Simone_Veil_fr","fr","all-agents",2015-07-01,250,"Wed",7
"5934","Simone_Weber_fr","wikipedia","org_desktop_all-agents","Simone_Weber_fr","wikipedia","org_desktop_all-agents","Simone_Weber_fr","fr","all-agents",2015-07-01,23,"Wed",7
"5935","Simone_de_Beauvoir_fr","wikipedia","org_desktop_all-agents","Simone_de_Beauvoir_fr","wikipedia","org_desktop_all-agents","Simone_de_Beauvoir_fr","fr","all-agents",2015-07-01,275,"Wed",7
"5936","Simple_messieurs_de_l'Open_d'Australie_2017_fr","wikipedia","org_desktop_all-agents","Simple_messieurs_de_l'Open_d'Australie_2017_fr","wikipedia","org_desktop_all-agents","Simple_messieurs_de_l'Open_d'Australie_2017_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5937","Simple_messieurs_des_Internationaux_de_France_2016_fr","wikipedia","org_desktop_all-agents","Simple_messieurs_des_Internationaux_de_France_2016_fr","wikipedia","org_desktop_all-agents","Simple_messieurs_des_Internationaux_de_France_2016_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5938","Singapour_fr","wikipedia","org_desktop_all-agents","Singapour_fr","wikipedia","org_desktop_all-agents","Singapour_fr","fr","all-agents",2015-07-01,906,"Wed",7
"5939","Skype_fr","wikipedia","org_desktop_all-agents","Skype_fr","wikipedia","org_desktop_all-agents","Skype_fr","fr","all-agents",2015-07-01,382,"Wed",7
"5940","Smallville_fr","wikipedia","org_desktop_all-agents","Smallville_fr","wikipedia","org_desktop_all-agents","Smallville_fr","fr","all-agents",2015-07-01,490,"Wed",7
"5941","Socrate_fr","wikipedia","org_desktop_all-agents","Socrate_fr","wikipedia","org_desktop_all-agents","Socrate_fr","fr","all-agents",2015-07-01,346,"Wed",7
"5942","Soleil_fr","wikipedia","org_desktop_all-agents","Soleil_fr","wikipedia","org_desktop_all-agents","Soleil_fr","fr","all-agents",2015-07-01,880,"Wed",7
"5943","Solstice_fr","wikipedia","org_desktop_all-agents","Solstice_fr","wikipedia","org_desktop_all-agents","Solstice_fr","fr","all-agents",2015-07-01,286,"Wed",7
"5944","Sondages_sur_la_primaire_citoyenne_de_2017_fr","wikipedia","org_desktop_all-agents","Sondages_sur_la_primaire_citoyenne_de_2017_fr","wikipedia","org_desktop_all-agents","Sondages_sur_la_primaire_citoyenne_de_2017_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5945","Sophie_Boissard_fr","wikipedia","org_desktop_all-agents","Sophie_Boissard_fr","wikipedia","org_desktop_all-agents","Sophie_Boissard_fr","fr","all-agents",2015-07-01,15,"Wed",7
"5946","Sophie_Dessus_fr","wikipedia","org_desktop_all-agents","Sophie_Dessus_fr","wikipedia","org_desktop_all-agents","Sophie_Dessus_fr","fr","all-agents",2015-07-01,15,"Wed",7
"5947","Sophie_Taeuber-Arp_fr","wikipedia","org_desktop_all-agents","Sophie_Taeuber-Arp_fr","wikipedia","org_desktop_all-agents","Sophie_Taeuber-Arp_fr","fr","all-agents",2015-07-01,9,"Wed",7
"5948","Sophie_Turner_fr","wikipedia","org_desktop_all-agents","Sophie_Turner_fr","wikipedia","org_desktop_all-agents","Sophie_Turner_fr","fr","all-agents",2015-07-01,766,"Wed",7
"5949","Sophrologie_fr","wikipedia","org_desktop_all-agents","Sophrologie_fr","wikipedia","org_desktop_all-agents","Sophrologie_fr","fr","all-agents",2015-07-01,415,"Wed",7
"5950","Soy_Luna_fr","wikipedia","org_desktop_all-agents","Soy_Luna_fr","wikipedia","org_desktop_all-agents","Soy_Luna_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5951","Sp_fr","wikipedia","org_desktop_all-agents","Sp_fr","wikipedia","org_desktop_all-agents","Sp_fr","fr","all-agents",2015-07-01,10,"Wed",7
"5952","Sp%C3%A9cial:Recherche_fr","wikipedia","org_desktop_all-agents","Sp%C3%A9cial:Recherche_fr","wikipedia","org_desktop_all-agents","Sp%C3%A9cial:Recherche_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5953","Special:Recherche_fr","wikipedia","org_desktop_all-agents","Special:Recherche_fr","wikipedia","org_desktop_all-agents","Special:Recherche_fr","fr","all-agents",2015-07-01,857,"Wed",7
"5954","Special:Search_fr","wikipedia","org_desktop_all-agents","Special:Search_fr","wikipedia","org_desktop_all-agents","Special:Search_fr","fr","all-agents",2015-07-01,7542,"Wed",7
"5955","Spina_bifida_fr","wikipedia","org_desktop_all-agents","Spina_bifida_fr","wikipedia","org_desktop_all-agents","Spina_bifida_fr","fr","all-agents",2015-07-01,146,"Wed",7
"5956","Split_(film)_fr","wikipedia","org_desktop_all-agents","Split_(film)_fr","wikipedia","org_desktop_all-agents","Split_(film)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5957","Sport_fr","wikipedia","org_desktop_all-agents","Sport_fr","wikipedia","org_desktop_all-agents","Sport_fr","fr","all-agents",2015-07-01,279,"Wed",7
"5958","Sports_olympiques_fr","wikipedia","org_desktop_all-agents","Sports_olympiques_fr","wikipedia","org_desktop_all-agents","Sports_olympiques_fr","fr","all-agents",2015-07-01,97,"Wed",7
"5959","Spotlight_(film)_fr","wikipedia","org_desktop_all-agents","Spotlight_(film)_fr","wikipedia","org_desktop_all-agents","Spotlight_(film)_fr","fr","all-agents",2015-07-01,16,"Wed",7
"5960","Squeezie_fr","wikipedia","org_desktop_all-agents","Squeezie_fr","wikipedia","org_desktop_all-agents","Squeezie_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5961","Sri_Lanka_fr","wikipedia","org_desktop_all-agents","Sri_Lanka_fr","wikipedia","org_desktop_all-agents","Sri_Lanka_fr","fr","all-agents",2015-07-01,642,"Wed",7
"5962","Stade_Pierre-Mauroy_fr","wikipedia","org_desktop_all-agents","Stade_Pierre-Mauroy_fr","wikipedia","org_desktop_all-agents","Stade_Pierre-Mauroy_fr","fr","all-agents",2015-07-01,71,"Wed",7
"5963","Stade_de_France_fr","wikipedia","org_desktop_all-agents","Stade_de_France_fr","wikipedia","org_desktop_all-agents","Stade_de_France_fr","fr","all-agents",2015-07-01,132,"Wed",7
"5964","Star_Academy_(France)_fr","wikipedia","org_desktop_all-agents","Star_Academy_(France)_fr","wikipedia","org_desktop_all-agents","Star_Academy_(France)_fr","fr","all-agents",2015-07-01,131,"Wed",7
"5965","Star_Trek_fr","wikipedia","org_desktop_all-agents","Star_Trek_fr","wikipedia","org_desktop_all-agents","Star_Trek_fr","fr","all-agents",2015-07-01,319,"Wed",7
"5966","Star_Trek_:_Sans_limites_fr","wikipedia","org_desktop_all-agents","Star_Trek_:_Sans_limites_fr","wikipedia","org_desktop_all-agents","Star_Trek_:_Sans_limites_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5967","Star_Wars_Rebels_fr","wikipedia","org_desktop_all-agents","Star_Wars_Rebels_fr","wikipedia","org_desktop_all-agents","Star_Wars_Rebels_fr","fr","all-agents",2015-07-01,313,"Wed",7
"5968","Station_spatiale_internationale_fr","wikipedia","org_desktop_all-agents","Station_spatiale_internationale_fr","wikipedia","org_desktop_all-agents","Station_spatiale_internationale_fr","fr","all-agents",2015-07-01,304,"Wed",7
"5969","Stefan_Zweig_fr","wikipedia","org_desktop_all-agents","Stefan_Zweig_fr","wikipedia","org_desktop_all-agents","Stefan_Zweig_fr","fr","all-agents",2015-07-01,236,"Wed",7
"5970","Stendhal_fr","wikipedia","org_desktop_all-agents","Stendhal_fr","wikipedia","org_desktop_all-agents","Stendhal_fr","fr","all-agents",2015-07-01,606,"Wed",7
"5971","Stephen_Bannon_fr","wikipedia","org_desktop_all-agents","Stephen_Bannon_fr","wikipedia","org_desktop_all-agents","Stephen_Bannon_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5972","Steve_Holmes_fr","wikipedia","org_desktop_all-agents","Steve_Holmes_fr","wikipedia","org_desktop_all-agents","Steve_Holmes_fr","fr","all-agents",2015-07-01,5,"Wed",7
"5973","Steve_Jobs_fr","wikipedia","org_desktop_all-agents","Steve_Jobs_fr","wikipedia","org_desktop_all-agents","Steve_Jobs_fr","fr","all-agents",2015-07-01,800,"Wed",7
"5974","Steven_Fletcher_(football)_fr","wikipedia","org_desktop_all-agents","Steven_Fletcher_(football)_fr","wikipedia","org_desktop_all-agents","Steven_Fletcher_(football)_fr","fr","all-agents",2015-07-01,6,"Wed",7
"5975","Steven_Spielberg_fr","wikipedia","org_desktop_all-agents","Steven_Spielberg_fr","wikipedia","org_desktop_all-agents","Steven_Spielberg_fr","fr","all-agents",2015-07-01,640,"Wed",7
"5976","Sting_fr","wikipedia","org_desktop_all-agents","Sting_fr","wikipedia","org_desktop_all-agents","Sting_fr","fr","all-agents",2015-07-01,388,"Wed",7
"5977","Stock_option_fr","wikipedia","org_desktop_all-agents","Stock_option_fr","wikipedia","org_desktop_all-agents","Stock_option_fr","fr","all-agents",2015-07-01,103,"Wed",7
"5978","Stranger_Things_fr","wikipedia","org_desktop_all-agents","Stranger_Things_fr","wikipedia","org_desktop_all-agents","Stranger_Things_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5979","Strasbourg_fr","wikipedia","org_desktop_all-agents","Strasbourg_fr","wikipedia","org_desktop_all-agents","Strasbourg_fr","fr","all-agents",2015-07-01,828,"Wed",7
"5980","Streaming_fr","wikipedia","org_desktop_all-agents","Streaming_fr","wikipedia","org_desktop_all-agents","Streaming_fr","fr","all-agents",2015-07-01,292,"Wed",7
"5981","Stroboscope_fr","wikipedia","org_desktop_all-agents","Stroboscope_fr","wikipedia","org_desktop_all-agents","Stroboscope_fr","fr","all-agents",2015-07-01,35,"Wed",7
"5982","Studio_Ghibli_fr","wikipedia","org_desktop_all-agents","Studio_Ghibli_fr","wikipedia","org_desktop_all-agents","Studio_Ghibli_fr","fr","all-agents",2015-07-01,569,"Wed",7
"5983","Stupeflip_fr","wikipedia","org_desktop_all-agents","Stupeflip_fr","wikipedia","org_desktop_all-agents","Stupeflip_fr","fr","all-agents",2015-07-01,198,"Wed",7
"5984","Sueurs_froides_fr","wikipedia","org_desktop_all-agents","Sueurs_froides_fr","wikipedia","org_desktop_all-agents","Sueurs_froides_fr","fr","all-agents",2015-07-01,69,"Wed",7
"5985","Suits_:_Avocats_sur_mesure_fr","wikipedia","org_desktop_all-agents","Suits_:_Avocats_sur_mesure_fr","wikipedia","org_desktop_all-agents","Suits_:_Avocats_sur_mesure_fr","fr","all-agents",2015-07-01,892,"Wed",7
"5986","Sully_(film)_fr","wikipedia","org_desktop_all-agents","Sully_(film)_fr","wikipedia","org_desktop_all-agents","Sully_(film)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5987","SummerSlam_(2016)_fr","wikipedia","org_desktop_all-agents","SummerSlam_(2016)_fr","wikipedia","org_desktop_all-agents","SummerSlam_(2016)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5988","Suns_de_Phoenix_fr","wikipedia","org_desktop_all-agents","Suns_de_Phoenix_fr","wikipedia","org_desktop_all-agents","Suns_de_Phoenix_fr","fr","all-agents",2015-07-01,45,"Wed",7
"5989","Super_Bowl_fr","wikipedia","org_desktop_all-agents","Super_Bowl_fr","wikipedia","org_desktop_all-agents","Super_Bowl_fr","fr","all-agents",2015-07-01,61,"Wed",7
"5990","Survivor_Series_(2016)_fr","wikipedia","org_desktop_all-agents","Survivor_Series_(2016)_fr","wikipedia","org_desktop_all-agents","Survivor_Series_(2016)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5991","Sveva_Alviti_fr","wikipedia","org_desktop_all-agents","Sveva_Alviti_fr","wikipedia","org_desktop_all-agents","Sveva_Alviti_fr","fr","all-agents",2015-07-01,0,"Wed",7
"5992","Sword_Art_Online_fr","wikipedia","org_desktop_all-agents","Sword_Art_Online_fr","wikipedia","org_desktop_all-agents","Sword_Art_Online_fr","fr","all-agents",2015-07-01,659,"Wed",7
"5993","Syd_Barrett_fr","wikipedia","org_desktop_all-agents","Syd_Barrett_fr","wikipedia","org_desktop_all-agents","Syd_Barrett_fr","fr","all-agents",2015-07-01,163,"Wed",7
"5994","Sylvester_Stallone_fr","wikipedia","org_desktop_all-agents","Sylvester_Stallone_fr","wikipedia","org_desktop_all-agents","Sylvester_Stallone_fr","fr","all-agents",2015-07-01,940,"Wed",7
"5995","Sylvia_Pinel_fr","wikipedia","org_desktop_all-agents","Sylvia_Pinel_fr","wikipedia","org_desktop_all-agents","Sylvia_Pinel_fr","fr","all-agents",2015-07-01,85,"Wed",7
"5996","Syndrome_d'Asperger_fr","wikipedia","org_desktop_all-agents","Syndrome_d'Asperger_fr","wikipedia","org_desktop_all-agents","Syndrome_d'Asperger_fr","fr","all-agents",2015-07-01,852,"Wed",7
"5997","Syrie_fr","wikipedia","org_desktop_all-agents","Syrie_fr","wikipedia","org_desktop_all-agents","Syrie_fr","fr","all-agents",2015-07-01,715,"Wed",7
"5998","T411_fr","wikipedia","org_desktop_all-agents","T411_fr","wikipedia","org_desktop_all-agents","T411_fr","fr","all-agents",2015-07-01,106,"Wed",7
"5999","Table_des_diviseurs_fr","wikipedia","org_desktop_all-agents","Table_des_diviseurs_fr","wikipedia","org_desktop_all-agents","Table_des_diviseurs_fr","fr","all-agents",2015-07-01,22,"Wed",7
"6000","Taekwondo_fr","wikipedia","org_desktop_all-agents","Taekwondo_fr","wikipedia","org_desktop_all-agents","Taekwondo_fr","fr","all-agents",2015-07-01,158,"Wed",7
"6001","Taj_Mahal_fr","wikipedia","org_desktop_all-agents","Taj_Mahal_fr","wikipedia","org_desktop_all-agents","Taj_Mahal_fr","fr","all-agents",2015-07-01,244,"Wed",7
"6002","Tardigrada_fr","wikipedia","org_desktop_all-agents","Tardigrada_fr","wikipedia","org_desktop_all-agents","Tardigrada_fr","fr","all-agents",2015-07-01,196,"Wed",7
"6003","Tarzan_fr","wikipedia","org_desktop_all-agents","Tarzan_fr","wikipedia","org_desktop_all-agents","Tarzan_fr","fr","all-agents",2015-07-01,122,"Wed",7
"6004","Tarzan_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Tarzan_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Tarzan_(film,_2016)_fr","fr","all-agents",2015-07-01,93,"Wed",7
"6005","Technologies_de_l'information_et_de_la_communication_fr","wikipedia","org_desktop_all-agents","Technologies_de_l'information_et_de_la_communication_fr","wikipedia","org_desktop_all-agents","Technologies_de_l'information_et_de_la_communication_fr","fr","all-agents",2015-07-01,355,"Wed",7
"6006","Ted_Cruz_fr","wikipedia","org_desktop_all-agents","Ted_Cruz_fr","wikipedia","org_desktop_all-agents","Ted_Cruz_fr","fr","all-agents",2015-07-01,40,"Wed",7
"6007","Teddy_Riner_fr","wikipedia","org_desktop_all-agents","Teddy_Riner_fr","wikipedia","org_desktop_all-agents","Teddy_Riner_fr","fr","all-agents",2015-07-01,156,"Wed",7
"6008","Telenovela_fr","wikipedia","org_desktop_all-agents","Telenovela_fr","wikipedia","org_desktop_all-agents","Telenovela_fr","fr","all-agents",2015-07-01,78,"Wed",7
"6009","Terence_Hill_fr","wikipedia","org_desktop_all-agents","Terence_Hill_fr","wikipedia","org_desktop_all-agents","Terence_Hill_fr","fr","all-agents",2015-07-01,388,"Wed",7
"6010","Tesla_Motors_fr","wikipedia","org_desktop_all-agents","Tesla_Motors_fr","wikipedia","org_desktop_all-agents","Tesla_Motors_fr","fr","all-agents",2015-07-01,264,"Wed",7
"6011","Tess_(film)_fr","wikipedia","org_desktop_all-agents","Tess_(film)_fr","wikipedia","org_desktop_all-agents","Tess_(film)_fr","fr","all-agents",2015-07-01,23,"Wed",7
"6012","Tessa_Worley_fr","wikipedia","org_desktop_all-agents","Tessa_Worley_fr","wikipedia","org_desktop_all-agents","Tessa_Worley_fr","fr","all-agents",2015-07-01,6,"Wed",7
"6013","The_Apprentice_fr","wikipedia","org_desktop_all-agents","The_Apprentice_fr","wikipedia","org_desktop_all-agents","The_Apprentice_fr","fr","all-agents",2015-07-01,38,"Wed",7
"6014","The_Beatles_fr","wikipedia","org_desktop_all-agents","The_Beatles_fr","wikipedia","org_desktop_all-agents","The_Beatles_fr","fr","all-agents",2015-07-01,676,"Wed",7
"6015","The_Big_Bang_Theory_fr","wikipedia","org_desktop_all-agents","The_Big_Bang_Theory_fr","wikipedia","org_desktop_all-agents","The_Big_Bang_Theory_fr","fr","all-agents",2015-07-01,1149,"Wed",7
"6016","The_Danish_Girl_(film)_fr","wikipedia","org_desktop_all-agents","The_Danish_Girl_(film)_fr","wikipedia","org_desktop_all-agents","The_Danish_Girl_(film)_fr","fr","all-agents",2015-07-01,28,"Wed",7
"6017","The_Dark_Knight_:_Le_Chevalier_noir_fr","wikipedia","org_desktop_all-agents","The_Dark_Knight_:_Le_Chevalier_noir_fr","wikipedia","org_desktop_all-agents","The_Dark_Knight_:_Le_Chevalier_noir_fr","fr","all-agents",2015-07-01,403,"Wed",7
